57	neural networks word1197 word847 word1003 word760 word704 word707 word1281 word1507 word1651 word763 word165 word1038 word1075 word634 word980 word1131 word152
58	machine learning word368 word812 word1442 word1464 word1046 word617 word1541 word1830 word1018 word1779 word1156 word672 word754 word552 word475 word1538 word1852 word1415 word682 word1861
59	speech recognition word1448 word955 word368 word1852 word124 word905 word615 word795 word272 word368 word559 word1855 word1317 word208 word1789 word1820 word141 word1939 word661 word1860 word1219 word757 word1963 word618 word425 word171 word1692 word280 word1556 word543 word1653 word1993
60	neural networks word245 word1240 word1616 word105 word1542 word257 word1302 word1298 word129 word1617 word855
61	machine learning word23 word1368 word388 word685 word1840 word543 word746 word1156 word842 word931 word1036 word35 word846 word99 word1337 word506 word318 word685 word263
62	information retrieval word1234 word618 word1962 word826 word1056 word1632 word1111 word1685 word1032 word714 word1726 word1502 word1437 word483
63	reinforcement learning word1351 word349 word1623 word87 word1286 word134 word250 word446 word909 word189 word1843 word464 word1774 word81 word1204 word1033 word259 word1343 word788 word1183 word1225 word992 word1685 word1788 word950 word739 word1588 word482 word1391 word1323 word1509 word1658 word733
64	machine learning word118 word35 word1761 word1820 word1125 word1839 word964 word69 word954 word1198 word1063 word1373 word1464 word632 word481 word520 word734 word252 word819 word41 word348 word1736 word18 word1490 word912 word1025 word1848 word329 word1263
65	question answering word1769 word732 word1230 word1718 word1067 word725 word669 word1431 word588 word1055 word648 word637 word549 word1519 word762 word393 word1126 word1189 word58 word1966 word1865 word1642
66	neural networks word1556 word1588 word1418 word1995 word1960 word597 word1547 word206 word1233 word1733 word1526 word559 word716 word950 word1967 word1102 word1929 word289 word818 word111 word78 word1791 word832 word172 word1246 word1936 word325 word268 word407 word506 word166 word715 word34 word5 word1242 word979
67	question answering word892 word430 word648 word480 word140 word1867 word1190 word868 word1945 word458 word1330 word203 word1004
68	computer vision word1202 word1947 word567 word635 word267 word1397 word1883 word289 word112 word803 word979 word1287 word1492 word494 word942 word147 word380 word1136
69	speech recognition word141 word404 word1521 word972 word1161 word1767 word988 word440 word1683 word1546 word726 word956 word1474 word961 word439 word1422 word1283 word937 word991 word1783 word917
70	text classification word575 word1611 word1134 word667 word141 word1184 word74 word47 word1380 word617 word404 word1688 word292 word1838 word108 word1558 word1505 word1467 word1265 word921 word1741 word1636 word1850 word881 word347 word151 word1799 word69 word676
71	machine learning word538 word1731 word384 word143 word994 word1670 word215 word1338 word669 word1498 word926 word871 word1849 word1577 word591
72	natural language processing word1222 word568 word280 word1725 word845 word1383 word848 word1854 word300 word575 word801 word679 word411 word986 word920 word517 word1524 word1964 word115 word1726 word1341 word1184 word1996 word793 word1904 word1831 word491 word1718 word1742 word277 word496 word956 word1181 word965 word526 word556
73	recommendation systems word1741 word674 word1611 word1502 word1567 word533 word1679 word241 word1146 word452 word1191 word98 word1519 word1870 word459 word843 word1456 word1391 word24 word1610 word1076 word1439 word654 word278 word1445 word1089 word99 word656 word490 word1407 word824 word1261 word749 word993 word1155 word554 word1228 word287
74	neural networks word220 word965 word1951 word1061 word1469 word627 word1290 word1126 word455 word1797 word948 word1527 word27 word1291 word1905 word1943 word1361 word435
75	speech recognition word907 word58 word884 word1315 word262 word1389 word1957 word1093 word648 word1422 word492 word1993 word1360 word285 word1913 word541 word1870 word1833 word1654 word642 word1908 word121 word945 word506 word27 word126 word172 word350
76	speech recognition word1472 word1667 word800 word1219 word1861 word724 word643 word1077 word1585 word1617 word1307 word278 word1659 word1733 word1585 word1724 word1656 word261 word1674 word709 word1187 word1596 word1942 word1541 word1033 word1230 word766 word1532 word1649 word66 word1133
77	machine learning word858 word1938 word978 word19 word1360 word779 word1290 word450 word1511 word888 word1561 word364 word1182 word1609 word1274 word1323 word1578 word518 word1964 word43
78	recommendation systems word188 word1414 word409 word1764 word55 word1264 word1557 word1050 word862 word372 word91 word269 word442 word1444 word316 word1028 word1300 word260 word451 word1168 word470 word1241 word1623 word1757 word1881 word1298 word101 word432 word958 word1968 word1462 word1213 word1983
79	information retrieval word531 word336 word449 word896 word961 word1087 word194 word964 word740 word1157 word216 word1596 word505 word1409 word1709 word1030 word1719 word14 word1803 word1506 word1773 word488 word312 word1006 word1584 word820 word1418 word694 word240 word672 word196 word1789 word639 word1614
80	question answering word1888 word1588 word1340 word1556 word1862 word1478 word859 word45 word885 word1441 word1088 word961 word1613 word133
81	machine learning word899 word1876 word247 word807 word1122 word1442 word136 word1011 word298 word1181 word946 word1127 word1040 word1308 word419 word446 word1992 word474 word1019 word593 word1143 word275 word351 word408
82	neural networks word153 word894 word1875 word1005 word817 word1231 word387 word1076 word1437 word1833 word122 word59 word742 word718
83	recommendation systems word275 word1475 word1473 word366 word106 word630 word1882 word308 word889 word1843 word1885 word1525 word749 word1188 word23 word1035 word1007 word1880 word1655 word756 word1613 word293 word682 word1680 word116 word1385 word624 word1276 word624 word1584 word1094 word9 word67
84	machine learning word1669 word217 word762 word1972 word167 word1158 word1038 word291 word1823 word98 word432 word1494 word1161 word1682 word876 word1346 word1952 word990 word126 word281 word202 word1136 word312 word1350 word541 word181 word1977 word1687
85	speech recognition word556 word244 word1520 word1780 word807 word369 word945 word1563 word1673 word185 word609 word838 word768 word761 word1195 word1509 word639 word805 word1032 word1670 word391 word124 word1919 word638 word103 word1542 word954 word820 word728 word798 word1048 word613 word1207 word1812 word1506 word335 word1141 word1120
86	machine learning word64 word1658 word608 word798 word622 word27 word473 word1631 word1001 word1481 word904 word1587 word1085 word1218 word1844 word539 word1253 word1807 word92 word1253 word1428 word1907 word94 word1374 word62 word139 word279 word1859 word1758 word680 word250 word893 word1762 word549 word875 word608 word623
87	neural networks word1764 word1360 word1437 word1757 word338 word1264 word55 word1942 word725 word613 word448 word1889 word195 word884 word222 word1874 word883 word1393 word328 word1012 word309 word198 word764 word1549 word1114 word1533 word467 word1970
88	computer vision word1925 word74 word252 word1743 word1338 word437 word1814 word1084 word1089 word1812 word589 word1326 word322 word1888 word1109 word723 word1745 word1215 word561 word74 word1074 word1367 word131 word1375 word1160 word501 word1832 word774 word1405 word136 word1326 word866 word162 word368
89	information retrieval word1238 word1780 word1981 word991 word539 word32 word916 word1638 word886 word1307 word810 word760 word856 word1757 word1415 word1675 word564 word308 word637 word1444 word649 word601
90	speech recognition word1604 word661 word274 word143 word825 word457 word1208 word1091 word195 word48 word1746 word1068 word776 word938
91	natural language processing word1489 word42 word231 word30 word479 word802 word529 word1942 word1430 word1897 word1401 word1551 word1055 word1401 word842 word751 word1317 word1723 word1201 word15 word776 word1340 word535 word1591 word1163 word1392 word1184 word1966 word54 word89 word408 word1265
92	neural networks word1748 word646 word380 word971 word1669 word187 word1998 word1644 word829 word1992 word1130 word1592 word978 word498 word75 word493 word1857 word1333 word378 word1242 word823 word1129 word930 word179 word1197 word764 word535 word986 word734 word998
93	information retrieval word576 word930 word637 word252 word29 word1763 word937 word1714 word570 word921 word1972 word1993 word465 word134 word1503 word535 word347 word1891 word818 word591 word1088 word645 word1470 word1050 word1793 word1680 word1574 word671 word827 word1472
94	computer vision word995 word1861 word356 word1347 word1756 word252 word1585 word719 word539 word356 word1926 word85 word816 word177 word1558 word1206 word1658 word584 word415 word161 word210 word1976 word765 word1323 word1617 word1804 word1392 word1797 word1425 word175 word1553 word848 word575 word1395 word1567 word89 word999 word1520
95	computer vision word513 word1171 word1504 word1817 word400 word945 word144 word1811 word923 word1200 word897 word311 word1865 word763 word1445 word738 word1080 word838 word929 word206 word1287 word668 word361 word87 word812 word1864 word471 word1158 word631 word1957 word1414 word223 word1047 word369 word1816 word236 word1654 word1492 word1298
96	information retrieval word231 word76 word352 word1656 word683 word1772 word1466 word763 word196 word1306 word127 word835 word1954 word920 word511 word971 word941 word707 word1082 word1073 word1820 word1378 word620
97	question answering word1062 word344 word454 word584 word1241 word698 word1158 word75 word1310 word539
98	recommendation systems word848 word1011 word1431 word567 word1584 word888 word1814 word1117 word907 word981 word120 word1191 word380 word982 word70 word630 word919 word1601 word556 word1443 word1459 word1535 word759 word1516 word1357 word181 word385 word1016 word679 word777 word1990 word1191 word1502 word1157 word534 word1648 word1449 word1821 word1484 word358
99	reinforcement learning word1937 word1232 word949 word25 word1420 word1215 word858 word29 word857 word1827 word492
100	neural networks word416 word825 word100 word171 word631 word1328 word1061 word959 word1132 word602 word1655 word909 word756 word1962 word1547 word480 word737 word1339 word1125
101	question answering word1012 word6 word32 word1532 word362 word425 word1117 word1246 word699 word1141 word402 word300 word48 word1421 word515 word1963 word1117 word894 word1261 word204 word1663 word839 word1604 word984 word1908 word1972 word1351 word230 word208 word1871 word583
102	question answering word384 word1395 word464 word416 word585 word1837 word460 word1364 word1078 word865 word1143 word203 word1197 word382 word1084 word330 word1805 word1059 word30 word1421 word479 word886 word132 word1436 word878 word1073 word255 word708 word1299 word588 word674 word195 word1511 word1502 word244 word1931
103	recommendation systems word1220 word23 word657 word717 word853 word1734 word1786 word367 word630 word1926 word888 word342 word475
104	natural language processing word1248 word431 word615 word515 word520 word508 word1093 word1333 word1138 word1574 word316 word1525 word1012 word1752 word1711
105	speech recognition word291 word926 word850 word605 word1123 word1471 word763 word982 word1443 word1127 word1549 word525 word587 word373 word289 word116 word682 word234 word1802 word523 word943 word1769 word1489 word1982 word728 word1234 word1891 word1062 word1198 word1358 word632
106	machine learning word1682 word1500 word985 word888 word1234 word61 word1380 word493 word655 word1014 word1165
107	speech recognition word1380 word1874 word984 word609 word630 word1823 word927 word824 word1106 word607
108	question answering word1605 word884 word1956 word285 word1623 word1047 word1074 word539 word1814 word1218 word639 word1737 word1386 word1919 word950 word690 word982 word602 word779 word1204 word1958 word140 word1367 word379 word1708 word1106 word801 word1580 word49 word1640 word1868 word252 word1535 word1506 word1860 word778
109	recommendation systems word1420 word815 word1081 word1309 word106 word1755 word1730 word1067 word474 word435 word882 word767 word1079 word1307 word1606 word1397 word1508 word1372 word893 word76 word811 word1611 word757 word93 word1153
110	machine learning word764 word1734 word1483 word1575 word1138 word1089 word1694 word1680 word438 word1641 word1808 word315 word1106 word258 word607 word1440 word261 word804 word1234 word250
111	neural networks word309 word767 word1425 word163 word1576 word517 word1125 word1170 word1823 word1395 word1198 word833 word536 word816 word152 word307 word173
112	natural language processing word1301 word1177 word1221 word1954 word1959 word1847 word573 word1848 word493 word1544 word174 word305 word352
113	information retrieval word1452 word705 word1693 word224 word195 word1051 word1525 word266 word749 word316 word1656
114	information retrieval word716 word1265 word776 word663 word1193 word827 word278 word220 word442 word1859 word287 word1627 word1220 word890 word210 word1337 word388 word89 word1747 word1340 word1780 word473 word850 word1705 word1430 word769 word801 word1870 word1393 word306
115	reinforcement learning word1540 word217 word706 word1531 word1742 word722 word359 word929 word842 word1116 word1925 word1100 word1113 word1188 word928 word535
116	machine learning word698 word529 word1566 word1154 word450 word1197 word613 word616 word1915 word1049 word447 word856 word1921
117	text classification word1569 word655 word159 word1060 word1123 word876 word816 word1697 word1069 word1653 word1631 word1592 word206 word1141 word282 word1631 word161 word614 word1210 word1393 word38 word1271 word522 word1613 word1298 word1163 word387 word1882 word370 word869 word963 word1027 word1015 word942 word904 word719 word806 word1680
118	computer vision word1051 word1856 word577 word424 word257 word39 word436 word1977 word1084 word741 word1276 word258 word1998 word853 word1334 word1892 word190 word1875 word1406 word568 word616 word1504 word71 word579 word988 word264 word525 word1389 word389 word1168 word627 word1890 word691 word1695 word1150 word244 word1454 word1784 word1868
119	question answering word206 word94 word209 word943 word155 word1592 word482 word738 word876 word1587 word794 word1592 word127 word91 word145 word1098 word672 word568 word1794 word1140 word652 word1448 word663 word1107 word1336 word1420 word339 word1847 word576 word1995 word1461 word1253
120	neural networks word1639 word1483 word53 word1078 word505 word1775 word1913 word109 word1448 word1608 word502 word1108 word238 word1410 word775 word1091 word1824 word253 word1890 word1988 word579 word204 word1866 word1219 word67 word796 word948 word751 word565 word1559 word891
121	recommendation systems word1216 word1055 word1154 word270 word1428 word1624 word1930 word1386 word134 word1406 word440 word1672 word1835 word1693 word866 word462 word326 word934 word1182 word794 word562 word926 word82 word1038 word1695 word1638 word1142 word1280 word1837 word1733 word432 word580 word138 word1193 word875 word656 word352
122	question answering word1684 word1347 word25 word250 word481 word916 word540 word1597 word1830 word1640 word790 word353 word1416 word100 word346 word199 word900 word1052 word848 word816 word679 word1633 word1699 word291 word19 word114 word360 word837 word1012 word156 word622 word859 word324 word720 word1733 word1610 word326 word765
123	speech recognition word1517 word138 word895 word1503 word0 word1422 word1238 word1745 word724 word672 word1100 word1698 word383 word524 word471 word261 word61 word1998 word603 word1287 word1194 word353 word1878 word1061 word607 word210 word1742 word1805 word345 word1453 word1545
124	reinforcement learning word98 word1001 word580 word156 word586 word561 word752 word631 word1307 word1930 word100 word1630 word237 word1997 word203 word992 word1025
125	recommendation systems word408 word999 word877 word1487 word6 word1751 word1875 word168 word1485 word1796 word678 word972 word687 word1939 word3 word833 word518 word1757 word44 word1179 word1857 word1791 word1316 word1349 word1587 word326 word777 word714 word1784 word1911 word1610 word432 word999 word215 word804 word695 word1435
126	natural language processing word1814 word1406 word1354 word381 word1351 word1949 word1093 word1362 word100 word25 word956 word543 word1286 word239
127	question answering word446 word395 word1185 word1613 word202 word183 word634 word521 word1227 word1737 word980 word313 word159 word1242 word1791 word1533 word1479 word162 word1187 word1550 word748 word535
128	information retrieval word1835 word11 word433 word941 word586 word522 word1765 word472 word827 word87 word719 word1409 word48 word611 word1743 word1247 word1206 word1591 word312 word215 word1780 word304 word1455 word30 word1413 word42 word430 word455 word247 word555 word1678 word1759 word1000 word77 word563 word1574 word1877
129	text classification word1520 word1963 word139 word131 word1294 word791 word1518 word565 word920 word1174 word290 word1459 word742 word1348 word1423 word370 word482
130	information retrieval word925 word280 word1933 word666 word1467 word1505 word1255 word47 word500 word369 word131 word710 word420 word1470 word1351 word1266 word259 word744 word1983 word309 word608 word1552 word1260 word1512 word1246 word486 word600 word1323 word1602 word799 word968 word287 word882 word786
131	machine learning word140 word570 word1849 word1116 word1968 word351 word1978 word544 word1524 word1896 word1612 word1396 word433 word1756 word943
132	machine learning word1558 word1682 word1333 word1812 word754 word1158 word1444 word830 word718 word1315 word1462 word1006 word485 word214 word108 word978 word572 word1418 word577 word646 word1505 word1413 word917 word756 word506 word1931 word1322 word463 word1409 word1165 word752 word616 word1184 word71 word110 word600 word1198 word954
133	recommendation systems word1076 word331 word1328 word1689 word1425 word403 word706 word1460 word339 word909 word505 word1460 word910 word771 word882 word1708 word1557
134	computer vision word1917 word1553 word703 word1405 word1825 word282 word1205 word1156 word674 word1049 word1357 word487 word620 word1664 word1345 word1672 word1043 word1271 word957
135	question answering word1971 word1480 word6 word612 word1940 word1433 word1378 word590 word150 word1841 word341 word1216 word402 word175 word1606 word1824 word1177 word609 word68 word1133 word1354 word1906 word1896 word1074 word1621 word866 word358 word1553 word878 word854 word453 word1975 word1037 word740 word826 word526 word1379 word1466 word1776 word1279
136	recommendation systems word1096 word379 word63 word989 word331 word259 word1129 word90 word157 word1777 word533
137	speech recognition word237 word66 word230 word673 word1159 word132 word1967 word1766 word1590 word1081 word545 word970 word739 word194 word1689 word1494 word1840 word1678 word305 word232 word403 word1351 word501 word1412 word605 word1068 word716 word1661 word561 word1292 word1037 word1278 word1653 word1031 word492 word342
138	natural language processing word1172 word1505 word1377 word577 word1030 word425 word250 word1878 word1490 word1178 word192 word1620 word1870 word1335 word1785 word1712 word1655 word1869 word57 word2 word1628 word1334 word275 word1156
139	machine learning word262 word1388 word1115 word1814 word930 word1556 word1894 word1166 word1203 word614 word1400 word1658 word1265 word741 word1267 word1918 word1113 word1130 word1138 word425 word1142 word640 word1529 word1726 word542 word1465 word1777 word1021 word366 word726 word1083 word1617 word1869 word933 word1472 word890 word1600 word339 word804
140	reinforcement learning word325 word1400 word892 word1354 word1121 word686 word1555 word1655 word813 word1328 word950 word1448 word1621 word310 word865 word1990 word1479 word1420 word1883 word605 word1581 word933 word1384 word586 word427 word331 word811 word1339 word850 word1493 word1799 word1273 word115 word432 word1662
141	reinforcement learning word488 word1842 word144 word698 word1640 word1618 word1700 word380 word1926 word1276 word564 word1177 word1642 word1651 word281 word1725 word307 word183 word194 word1393 word471 word1737 word756 word596 word1336 word249 word1867 word323 word1519 word744 word1954 word510 word263 word635 word1357 word1686 word226 word644
142	reinforcement learning word1736 word1611 word228 word1916 word1297 word1937 word1981 word1171 word1867 word1849 word978 word843 word224 word1242 word359 word25 word1641 word1003 word1132
143	information retrieval word206 word116 word392 word165 word443 word1202 word36 word1373 word1193 word504 word596 word764 word354 word715 word956 word1568 word404 word450 word324 word327 word755 word104 word616 word1161 word1627 word110 word1477 word1539 word64 word968 word1792 word957 word653 word1512 word1348 word321 word1234 word322 word1075
144	question answering word1964 word336 word312 word1800 word1498 word133 word1673 word824 word71 word1235 word1710 word957 word438 word416 word650 word1122 word1530 word1173 word394
145	natural language processing word423 word1528 word783 word162 word1777 word1156 word1570 word1216 word1146 word50 word1124 word1881 word1797 word628 word915 word328 word1503 word1132 word28 word1251 word154 word1319 word1633 word94 word1905
146	question answering word215 word797 word393 word1607 word1563 word374 word1111 word583 word807 word1845 word401 word175 word636 word1424 word389 word409 word122 word1335 word289 word42 word1416 word654
